//<Creator>nodc@ogs.trieste.it</Creator>
//<CreateTime>2021-06-16T14:55:59Z</CreateTime>
//<Encoding>ISO-8859-1</Encoding>
//<Software>OGS/NODC database procedure - Version 3.20</Software>
//<Version>ODV Spreadsheet V4.6</Version>
//<DataType>TimeSeries</DataType>
//
//<sdn_reference xlink:type="SDN:L23::EDMED" xlink:role="isDescribedBy" xlink:href="https://www.bodc.ac.uk/resources/inventories/edmed/report/3966/"/>
//<sdn_reference xlink:href="https://cdi.seadatanet.org/report/edmo/120/300860/v1/xml" xlink:role="isDescribedBy" xlink:type="SDN:L23::CDI" sdn:scope="120:300860" />
//
//SDN_parameter_mapping
//<subject>SDN:LOCAL:time_ISO8601</subject><object>SDN:P01::DTUT8601</object><units>SDN:P06::TISO</units>
//<subject>SDN:LOCAL:DepBelowSurface</subject><object>SDN:P01::ADEPZZ01</object><units>SDN:P06::ULAA</units>
//<subject>SDN:LOCAL:Temp</subject><object>SDN:P01::TEMPPR01</object><units>SDN:P06::UPAA</units>
//<subject>SDN:LOCAL:UnspCurrSpd</subject><object>SDN:P01::LCSAZZ01</object><units>SDN:P06::UVAA</units>
//<subject>SDN:LOCAL:UnspCurrDir</subject><object>SDN:P01::LCDAZZ01</object><units>SDN:P06::UAAA</units>
//
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
DIBAG3	DIB30	*	1982-12-11T10:25:00.000	15.2153333	37.1745	300860	120	12	1982-12-11T10:25:00.000	1	7	1	16.9	1	.01	1	107	1
									1982-12-11T10:35:00.000	1	7	1	16.9	1	.01	1	25	3
									1982-12-11T10:45:00.000	1	7	1	16.9	1	.014	1	349	3
									1982-12-11T10:55:00.000	1	7	1	16.9	1	.01	1	34	3
									1982-12-11T11:05:00.000	1	7	1	16.9	1	.01	1	68	1
									1982-12-11T11:15:00.000	1	7	1	17	1	.012	1	96	1
									1982-12-11T11:25:00.000	1	7	1	17	1	.01	1	93	1
									1982-12-11T11:35:00.000	1	7	1	16.9	1	.01	1	34	3
									1982-12-11T11:45:00.000	1	7	1	17	1	.014	1	51	1
									1982-12-11T11:55:00.000	1	7	1	17	1	.012	1	70	1
									1982-12-11T12:05:00.000	1	7	1	17	1	.01	1	65	1
									1982-12-11T12:15:00.000	1	7	1	16.9	1	.01	1	70	1
									1982-12-11T12:25:00.000	1	7	1	17	1	.01	1	53	1
									1982-12-11T12:35:00.000	1	7	1	17	1	.01	1	59	1
									1982-12-11T12:45:00.000	1	7	1	17	1	.01	1	73	1
									1982-12-11T12:55:00.000	1	7	1	17	1	.01	1	76	1
									1982-12-11T13:05:00.000	1	7	1	17	1	.01	1	90	1
									1982-12-11T13:15:00.000	1	7	1	17	1	.012	1	96	1
									1982-12-11T13:25:00.000	1	7	1	17	1	.02	1	90	1
									1982-12-11T13:35:00.000	1	7	1	17	1	.018	1	115	1
									1982-12-11T13:45:00.000	1	7	1	17	1	.016	1	115	1
									1982-12-11T13:55:00.000	1	7	1	17	1	.023	1	113	1
									1982-12-11T14:05:00.000	1	7	1	17	1	.01	1	96	3
