
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	Cond [S/m]	QV:SEADATANET
MTPII-MATER/I1_B_118	I1000	*	1997-09-02T14:00:00.000	17.9895	38.478	327561	120	2368	1997-09-02T14:00:00.000	0	118	1	.036	0	20	0	14.04	0	4.63	0
									1997-09-02T15:00:00.000	0	118	1	.029	0	27	0	14.05	0	4.63	0
									1997-09-02T16:00:00.000	0	118	1	.02	0	48.9	0	14.04	0	4.63	0
									1997-09-02T17:00:00.000	0	118	1	.016	0	63.8	0	14.05	0	4.63	0
									1997-09-02T18:00:00.000	0	118	1	.012	0	107.9	0	14.07	0	4.63	0
									1997-09-02T19:00:00.000	0	118	1	.012	0	94.9	0	14.05	0	4.633	0
									1997-09-02T20:00:00.000	0	118	1	.011	0	109.3	0	14.04	0	4.626	0
									1997-09-02T21:00:00.000	0	118	1	.011	0	142.5	0	14.02	0	4.623	0
									1997-09-02T22:00:00.000	0	118	1	.011	0	169.1	0	14.02	0	4.626	0
									1997-09-02T23:00:00.000	0	118	1	.007	0	160.2	0	14.02	0	4.619	0
									1997-09-03T00:00:00.000	0	118	1	.011	0	56.4	0	13.99	0	4.619	0
									1997-09-03T01:00:00.000	0	118	1	.011	0	35.8	0	13.98	0	4.616	0
									1997-09-03T02:00:00.000	0	118	1	.011	0	65	0	13.99	0	4.619	0
									1997-09-03T03:00:00.000	0	118	1	.011	0	78.3	0	14.02	0	4.626	0
									1997-09-03T04:00:00.000	0	118	1	.011	0	89.8	0	14.01	0	4.619	0
									1997-09-03T05:00:00.000	0	118	1	.011	0	94.8	0	14.02	0	4.626	0
									1997-09-03T06:00:00.000	0	118	1	.011	0	101.9	0	14.02	0	4.623	0
									1997-09-03T07:00:00.000	0	118	1	.011	0	71.5	0	14.04	0	4.626	0
									1997-09-03T08:00:00.000	0	118	1	.011	0	59.7	0	14.02	0	4.626	0
									1997-09-03T09:00:00.000	0	118	1	.011	0	67.8	0	14.04	0	4.626	0
									1997-09-03T10:00:00.000	0	118	1	.011	0	82.1	0	14.04	0	4.626	0
